task_id,row_id,family,solver,role,mode,source_status,attribution,reused_task,subject
v3_inner__S4_measured__subject_09__2__O2__process_2__1,17__center_fNIRS,S4_measured,O2,inner,17__center_fNIRS,data_unavailable,dependency_failure,,subject_09
v3_inner__S4_measured__subject_09__2__O2__process_2__1,21__center_EEG,S4_measured,O2,inner,21__center_EEG,data_unavailable,dependency_failure,,subject_09
v3_inner__S4_measured__subject_09__2__O2__process_2__1,21__center_fNIRS,S4_measured,O2,inner,21__center_fNIRS,data_unavailable,dependency_failure,,subject_09
v3_inner__S4_measured__subject_09__2__O2__process_2__2,3__center_EEG,S4_measured,O2,inner,center_EEG,failed_numerical,MAP_evaluation_budget,,subject_09
v3_inner__S4_measured__subject_09__2__O2__process_2__2,3__center_fNIRS,S4_measured,O2,inner,center_fNIRS,failed_numerical,MAP_evaluation_budget,,subject_09
v3_inner__S4_measured__subject_09__2__O2__process_2__2,7__center_EEG,S4_measured,O2,inner,center_EEG,failed_numerical,MAP_evaluation_budget,,subject_09
v3_inner__S4_measured__subject_09__2__O2__process_2__2,7__center_fNIRS,S4_measured,O2,inner,center_fNIRS,failed_numerical,MAP_evaluation_budget,,subject_09
v3_inner__S4_measured__subject_09__2__O2__process_2__2,11__center_EEG,S4_measured,O2,inner,center_EEG,failed_numerical,MAP_evaluation_budget,,subject_09
v3_inner__S4_measured__subject_09__2__O2__process_2__2,11__center_fNIRS,S4_measured,O2,inner,center_fNIRS,failed_numerical,MAP_evaluation_budget,,subject_09
v3_inner__S4_measured__subject_09__2__O2__process_2__2,15__center_EEG,S4_measured,O2,inner,center_EEG,failed_numerical,MAP_evaluation_budget,,subject_09
v3_inner__S4_measured__subject_09__2__O2__process_2__2,15__center_fNIRS,S4_measured,O2,inner,center_fNIRS,failed_numerical,MAP_evaluation_budget,,subject_09
v3_inner__S4_measured__subject_09__2__O2__process_2__2,19__center_EEG,S4_measured,O2,inner,center_EEG,failed_numerical,MAP_evaluation_budget,,subject_09
v3_inner__S4_measured__subject_09__2__O2__process_2__2,19__center_fNIRS,S4_measured,O2,inner,center_fNIRS,failed_numerical,MAP_evaluation_budget,,subject_09
v3_inner__S4_measured__subject_09__2__O2__process_2__2,23__center_EEG,S4_measured,O2,inner,center_EEG,failed_numerical,MAP_evaluation_budget,,subject_09
v3_inner__S4_measured__subject_09__2__O2__process_2__2,23__center_fNIRS,S4_measured,O2,inner,center_fNIRS,failed_numerical,MAP_evaluation_budget,,subject_09
v3_inner__S4_measured__subject_09__3__O0__baseline__0,0__center_EEG,S4_measured,O0,inner,center_EEG,completed,completed,,subject_09
v3_inner__S4_measured__subject_09__3__O0__baseline__0,0__center_fNIRS,S4_measured,O0,inner,center_fNIRS,completed,completed,,subject_09
v3_inner__S4_measured__subject_09__3__O0__baseline__0,4__center_EEG,S4_measured,O0,inner,center_EEG,completed,completed,,subject_09
v3_inner__S4_measured__subject_09__3__O0__baseline__0,4__center_fNIRS,S4_measured,O0,inner,center_fNIRS,completed,completed,,subject_09
v3_inner__S4_measured__subject_09__3__O0__baseline__0,8__center_EEG,S4_measured,O0,inner,center_EEG,completed,completed,,subject_09
v3_inner__S4_measured__subject_09__3__O0__baseline__0,8__center_fNIRS,S4_measured,O0,inner,center_fNIRS,completed,completed,,subject_09
v3_inner__S4_measured__subject_09__3__O0__baseline__0,12__center_EEG,S4_measured,O0,inner,center_EEG,completed,completed,,subject_09
v3_inner__S4_measured__subject_09__3__O0__baseline__0,12__center_fNIRS,S4_measured,O0,inner,center_fNIRS,completed,completed,,subject_09
v3_inner__S4_measured__subject_09__3__O0__baseline__0,16__center_EEG,S4_measured,O0,inner,center_EEG,completed,completed,,subject_09
v3_inner__S4_measured__subject_09__3__O0__baseline__0,16__center_fNIRS,S4_measured,O0,inner,center_fNIRS,completed,completed,,subject_09
v3_inner__S4_measured__subject_09__3__O0__baseline__0,20__center_EEG,S4_measured,O0,inner,center_EEG,completed,completed,,subject_09
v3_inner__S4_measured__subject_09__3__O0__baseline__0,20__center_fNIRS,S4_measured,O0,inner,center_fNIRS,completed,completed,,subject_09
v3_inner__S4_measured__subject_09__3__O0__baseline__1,1__center_EEG,S4_measured,O0,inner,center_EEG,completed,completed,,subject_09
v3_inner__S4_measured__subject_09__3__O0__baseline__1,1__center_fNIRS,S4_measured,O0,inner,center_fNIRS,completed,completed,,subject_09
v3_inner__S4_measured__subject_09__3__O0__baseline__1,5__center_EEG,S4_measured,O0,inner,center_EEG,completed,completed,,subject_09
v3_inner__S4_measured__subject_09__3__O0__baseline__1,5__center_fNIRS,S4_measured,O0,inner,center_fNIRS,completed,completed,,subject_09
v3_inner__S4_measured__subject_09__3__O0__baseline__1,9__center_EEG,S4_measured,O0,inner,center_EEG,completed,completed,,subject_09
v3_inner__S4_measured__subject_09__3__O0__baseline__1,9__center_fNIRS,S4_measured,O0,inner,center_fNIRS,completed,completed,,subject_09
v3_inner__S4_measured__subject_09__3__O0__baseline__1,13__center_EEG,S4_measured,O0,inner,center_EEG,completed,completed,,subject_09
v3_inner__S4_measured__subject_09__3__O0__baseline__1,13__center_fNIRS,S4_measured,O0,inner,center_fNIRS,completed,completed,,subject_09
v3_inner__S4_measured__subject_09__3__O0__baseline__1,17__center_EEG,S4_measured,O0,inner,center_EEG,completed,completed,,subject_09
v3_inner__S4_measured__subject_09__3__O0__baseline__1,17__center_fNIRS,S4_measured,O0,inner,center_fNIRS,completed,completed,,subject_09
v3_inner__S4_measured__subject_09__3__O0__baseline__1,21__center_EEG,S4_measured,O0,inner,center_EEG,completed,completed,,subject_09
v3_inner__S4_measured__subject_09__3__O0__baseline__1,21__center_fNIRS,S4_measured,O0,inner,center_fNIRS,completed,completed,,subject_09
v3_inner__S4_measured__subject_09__3__O0__baseline__2,2__center_EEG,S4_measured,O0,inner,center_EEG,completed,completed,,subject_09
v3_inner__S4_measured__subject_09__3__O0__baseline__2,2__center_fNIRS,S4_measured,O0,inner,center_fNIRS,completed,completed,,subject_09
v3_inner__S4_measured__subject_09__3__O0__baseline__2,6__center_EEG,S4_measured,O0,inner,center_EEG,completed,completed,,subject_09
v3_inner__S4_measured__subject_09__3__O0__baseline__2,6__center_fNIRS,S4_measured,O0,inner,center_fNIRS,completed,completed,,subject_09
v3_inner__S4_measured__subject_09__3__O0__baseline__2,10__center_EEG,S4_measured,O0,inner,center_EEG,completed,completed,,subject_09
v3_inner__S4_measured__subject_09__3__O0__baseline__2,10__center_fNIRS,S4_measured,O0,inner,center_fNIRS,completed,completed,,subject_09
v3_inner__S4_measured__subject_09__3__O0__baseline__2,14__center_EEG,S4_measured,O0,inner,center_EEG,completed,completed,,subject_09
v3_inner__S4_measured__subject_09__3__O0__baseline__2,14__center_fNIRS,S4_measured,O0,inner,center_fNIRS,completed,completed,,subject_09
v3_inner__S4_measured__subject_09__3__O0__baseline__2,18__center_EEG,S4_measured,O0,inner,center_EEG,completed,completed,,subject_09
v3_inner__S4_measured__subject_09__3__O0__baseline__2,18__center_fNIRS,S4_measured,O0,inner,center_fNIRS,completed,completed,,subject_09
v3_inner__S4_measured__subject_09__3__O0__baseline__2,22__center_EEG,S4_measured,O0,inner,center_EEG,completed,completed,,subject_09
v3_inner__S4_measured__subject_09__3__O0__baseline__2,22__center_fNIRS,S4_measured,O0,inner,center_fNIRS,completed,completed,,subject_09
v3_inner__S4_measured__subject_09__3__O0__process_0p5__0,0__center_EEG,S4_measured,O0,inner,center_EEG,completed,completed,,subject_09
v3_inner__S4_measured__subject_09__3__O0__process_0p5__0,0__center_fNIRS,S4_measured,O0,inner,center_fNIRS,completed,completed,,subject_09
v3_inner__S4_measured__subject_09__3__O0__process_0p5__0,4__center_EEG,S4_measured,O0,inner,center_EEG,completed,completed,,subject_09
v3_inner__S4_measured__subject_09__3__O0__process_0p5__0,4__center_fNIRS,S4_measured,O0,inner,center_fNIRS,completed,completed,,subject_09
v3_inner__S4_measured__subject_09__3__O0__process_0p5__0,8__center_EEG,S4_measured,O0,inner,center_EEG,completed,completed,,subject_09
v3_inner__S4_measured__subject_09__3__O0__process_0p5__0,8__center_fNIRS,S4_measured,O0,inner,center_fNIRS,completed,completed,,subject_09
v3_inner__S4_measured__subject_09__3__O0__process_0p5__0,12__center_EEG,S4_measured,O0,inner,center_EEG,completed,completed,,subject_09
v3_inner__S4_measured__subject_09__3__O0__process_0p5__0,12__center_fNIRS,S4_measured,O0,inner,center_fNIRS,completed,completed,,subject_09
v3_inner__S4_measured__subject_09__3__O0__process_0p5__0,16__center_EEG,S4_measured,O0,inner,center_EEG,completed,completed,,subject_09
v3_inner__S4_measured__subject_09__3__O0__process_0p5__0,16__center_fNIRS,S4_measured,O0,inner,center_fNIRS,completed,completed,,subject_09
v3_inner__S4_measured__subject_09__3__O0__process_0p5__0,20__center_EEG,S4_measured,O0,inner,center_EEG,completed,completed,,subject_09
v3_inner__S4_measured__subject_09__3__O0__process_0p5__0,20__center_fNIRS,S4_measured,O0,inner,center_fNIRS,completed,completed,,subject_09
v3_inner__S4_measured__subject_09__3__O0__process_0p5__1,1__center_EEG,S4_measured,O0,inner,center_EEG,completed,completed,,subject_09
v3_inner__S4_measured__subject_09__3__O0__process_0p5__1,1__center_fNIRS,S4_measured,O0,inner,center_fNIRS,completed,completed,,subject_09
v3_inner__S4_measured__subject_09__3__O0__process_0p5__1,5__center_EEG,S4_measured,O0,inner,center_EEG,completed,completed,,subject_09
v3_inner__S4_measured__subject_09__3__O0__process_0p5__1,5__center_fNIRS,S4_measured,O0,inner,center_fNIRS,completed,completed,,subject_09
v3_inner__S4_measured__subject_09__3__O0__process_0p5__1,9__center_EEG,S4_measured,O0,inner,center_EEG,completed,completed,,subject_09
v3_inner__S4_measured__subject_09__3__O0__process_0p5__1,9__center_fNIRS,S4_measured,O0,inner,center_fNIRS,completed,completed,,subject_09
v3_inner__S4_measured__subject_09__3__O0__process_0p5__1,13__center_EEG,S4_measured,O0,inner,center_EEG,completed,completed,,subject_09
v3_inner__S4_measured__subject_09__3__O0__process_0p5__1,13__center_fNIRS,S4_measured,O0,inner,center_fNIRS,completed,completed,,subject_09
v3_inner__S4_measured__subject_09__3__O0__process_0p5__1,17__center_EEG,S4_measured,O0,inner,center_EEG,completed,completed,,subject_09
v3_inner__S4_measured__subject_09__3__O0__process_0p5__1,17__center_fNIRS,S4_measured,O0,inner,center_fNIRS,completed,completed,,subject_09
v3_inner__S4_measured__subject_09__3__O0__process_0p5__1,21__center_EEG,S4_measured,O0,inner,center_EEG,completed,completed,,subject_09
v3_inner__S4_measured__subject_09__3__O0__process_0p5__1,21__center_fNIRS,S4_measured,O0,inner,center_fNIRS,completed,completed,,subject_09
v3_inner__S4_measured__subject_09__3__O0__process_0p5__2,2__center_EEG,S4_measured,O0,inner,center_EEG,completed,completed,,subject_09
v3_inner__S4_measured__subject_09__3__O0__process_0p5__2,2__center_fNIRS,S4_measured,O0,inner,center_fNIRS,completed,completed,,subject_09
v3_inner__S4_measured__subject_09__3__O0__process_0p5__2,6__center_EEG,S4_measured,O0,inner,center_EEG,completed,completed,,subject_09
v3_inner__S4_measured__subject_09__3__O0__process_0p5__2,6__center_fNIRS,S4_measured,O0,inner,center_fNIRS,completed,completed,,subject_09
v3_inner__S4_measured__subject_09__3__O0__process_0p5__2,10__center_EEG,S4_measured,O0,inner,center_EEG,completed,completed,,subject_09
v3_inner__S4_measured__subject_09__3__O0__process_0p5__2,10__center_fNIRS,S4_measured,O0,inner,center_fNIRS,completed,completed,,subject_09
v3_inner__S4_measured__subject_09__3__O0__process_0p5__2,14__center_EEG,S4_measured,O0,inner,center_EEG,completed,completed,,subject_09
v3_inner__S4_measured__subject_09__3__O0__process_0p5__2,14__center_fNIRS,S4_measured,O0,inner,center_fNIRS,completed,completed,,subject_09
v3_inner__S4_measured__subject_09__3__O0__process_0p5__2,18__center_EEG,S4_measured,O0,inner,center_EEG,completed,completed,,subject_09
v3_inner__S4_measured__subject_09__3__O0__process_0p5__2,18__center_fNIRS,S4_measured,O0,inner,center_fNIRS,completed,completed,,subject_09
v3_inner__S4_measured__subject_09__3__O0__process_0p5__2,22__center_EEG,S4_measured,O0,inner,center_EEG,completed,completed,,subject_09
v3_inner__S4_measured__subject_09__3__O0__process_0p5__2,22__center_fNIRS,S4_measured,O0,inner,center_fNIRS,completed,completed,,subject_09
v3_inner__S4_measured__subject_09__3__O0__process_2__0,0__center_EEG,S4_measured,O0,inner,center_EEG,completed,completed,,subject_09
v3_inner__S4_measured__subject_09__3__O0__process_2__0,0__center_fNIRS,S4_measured,O0,inner,center_fNIRS,completed,completed,,subject_09
v3_inner__S4_measured__subject_09__3__O0__process_2__0,4__center_EEG,S4_measured,O0,inner,center_EEG,completed,completed,,subject_09
v3_inner__S4_measured__subject_09__3__O0__process_2__0,4__center_fNIRS,S4_measured,O0,inner,center_fNIRS,completed,completed,,subject_09
v3_inner__S4_measured__subject_09__3__O0__process_2__0,8__center_EEG,S4_measured,O0,inner,center_EEG,completed,completed,,subject_09
v3_inner__S4_measured__subject_09__3__O0__process_2__0,8__center_fNIRS,S4_measured,O0,inner,center_fNIRS,completed,completed,,subject_09
v3_inner__S4_measured__subject_09__3__O0__process_2__0,12__center_EEG,S4_measured,O0,inner,center_EEG,completed,completed,,subject_09
v3_inner__S4_measured__subject_09__3__O0__process_2__0,12__center_fNIRS,S4_measured,O0,inner,center_fNIRS,completed,completed,,subject_09
v3_inner__S4_measured__subject_09__3__O0__process_2__0,16__center_EEG,S4_measured,O0,inner,center_EEG,completed,completed,,subject_09
v3_inner__S4_measured__subject_09__3__O0__process_2__0,16__center_fNIRS,S4_measured,O0,inner,center_fNIRS,completed,completed,,subject_09
v3_inner__S4_measured__subject_09__3__O0__process_2__0,20__center_EEG,S4_measured,O0,inner,center_EEG,completed,completed,,subject_09
v3_inner__S4_measured__subject_09__3__O0__process_2__0,20__center_fNIRS,S4_measured,O0,inner,center_fNIRS,completed,completed,,subject_09
v3_inner__S4_measured__subject_09__3__O0__process_2__1,1__center_EEG,S4_measured,O0,inner,center_EEG,completed,completed,,subject_09
v3_inner__S4_measured__subject_09__3__O0__process_2__1,1__center_fNIRS,S4_measured,O0,inner,center_fNIRS,completed,completed,,subject_09
v3_inner__S4_measured__subject_09__3__O0__process_2__1,5__center_EEG,S4_measured,O0,inner,center_EEG,completed,completed,,subject_09
v3_inner__S4_measured__subject_09__3__O0__process_2__1,5__center_fNIRS,S4_measured,O0,inner,center_fNIRS,completed,completed,,subject_09
v3_inner__S4_measured__subject_09__3__O0__process_2__1,9__center_EEG,S4_measured,O0,inner,center_EEG,completed,completed,,subject_09
v3_inner__S4_measured__subject_09__3__O0__process_2__1,9__center_fNIRS,S4_measured,O0,inner,center_fNIRS,completed,completed,,subject_09
v3_inner__S4_measured__subject_09__3__O0__process_2__1,13__center_EEG,S4_measured,O0,inner,center_EEG,completed,completed,,subject_09
v3_inner__S4_measured__subject_09__3__O0__process_2__1,13__center_fNIRS,S4_measured,O0,inner,center_fNIRS,completed,completed,,subject_09
v3_inner__S4_measured__subject_09__3__O0__process_2__1,17__center_EEG,S4_measured,O0,inner,center_EEG,completed,completed,,subject_09
v3_inner__S4_measured__subject_09__3__O0__process_2__1,17__center_fNIRS,S4_measured,O0,inner,center_fNIRS,completed,completed,,subject_09
v3_inner__S4_measured__subject_09__3__O0__process_2__1,21__center_EEG,S4_measured,O0,inner,center_EEG,completed,completed,,subject_09
v3_inner__S4_measured__subject_09__3__O0__process_2__1,21__center_fNIRS,S4_measured,O0,inner,center_fNIRS,completed,completed,,subject_09
v3_inner__S4_measured__subject_09__3__O0__process_2__2,2__center_EEG,S4_measured,O0,inner,center_EEG,completed,completed,,subject_09
v3_inner__S4_measured__subject_09__3__O0__process_2__2,2__center_fNIRS,S4_measured,O0,inner,center_fNIRS,completed,completed,,subject_09
v3_inner__S4_measured__subject_09__3__O0__process_2__2,6__center_EEG,S4_measured,O0,inner,center_EEG,completed,completed,,subject_09
v3_inner__S4_measured__subject_09__3__O0__process_2__2,6__center_fNIRS,S4_measured,O0,inner,center_fNIRS,completed,completed,,subject_09
v3_inner__S4_measured__subject_09__3__O0__process_2__2,10__center_EEG,S4_measured,O0,inner,center_EEG,completed,completed,,subject_09
v3_inner__S4_measured__subject_09__3__O0__process_2__2,10__center_fNIRS,S4_measured,O0,inner,center_fNIRS,completed,completed,,subject_09
v3_inner__S4_measured__subject_09__3__O0__process_2__2,14__center_EEG,S4_measured,O0,inner,center_EEG,completed,completed,,subject_09
v3_inner__S4_measured__subject_09__3__O0__process_2__2,14__center_fNIRS,S4_measured,O0,inner,center_fNIRS,completed,completed,,subject_09
v3_inner__S4_measured__subject_09__3__O0__process_2__2,18__center_EEG,S4_measured,O0,inner,center_EEG,completed,completed,,subject_09
v3_inner__S4_measured__subject_09__3__O0__process_2__2,18__center_fNIRS,S4_measured,O0,inner,center_fNIRS,completed,completed,,subject_09
v3_inner__S4_measured__subject_09__3__O0__process_2__2,22__center_EEG,S4_measured,O0,inner,center_EEG,completed,completed,,subject_09
v3_inner__S4_measured__subject_09__3__O0__process_2__2,22__center_fNIRS,S4_measured,O0,inner,center_fNIRS,completed,completed,,subject_09
v3_inner__S4_measured__subject_09__3__O2__baseline__0,0__center_EEG,S4_measured,O2,inner,center_EEG,failed_numerical,MAP_evaluation_budget,,subject_09
v3_inner__S4_measured__subject_09__3__O2__baseline__0,0__center_fNIRS,S4_measured,O2,inner,center_fNIRS,failed_numerical,MAP_evaluation_budget,,subject_09
v3_inner__S4_measured__subject_09__3__O2__baseline__0,4__center_EEG,S4_measured,O2,inner,center_EEG,failed_numerical,MAP_evaluation_budget,,subject_09
v3_inner__S4_measured__subject_09__3__O2__baseline__0,4__center_fNIRS,S4_measured,O2,inner,center_fNIRS,failed_numerical,MAP_evaluation_budget,,subject_09
v3_inner__S4_measured__subject_09__3__O2__baseline__0,8__center_EEG,S4_measured,O2,inner,center_EEG,failed_numerical,MAP_evaluation_budget,,subject_09
v3_inner__S4_measured__subject_09__3__O2__baseline__0,8__center_fNIRS,S4_measured,O2,inner,center_fNIRS,failed_numerical,MAP_evaluation_budget,,subject_09
v3_inner__S4_measured__subject_09__3__O2__baseline__0,12__center_EEG,S4_measured,O2,inner,center_EEG,failed_numerical,MAP_evaluation_budget,,subject_09
v3_inner__S4_measured__subject_09__3__O2__baseline__0,12__center_fNIRS,S4_measured,O2,inner,center_fNIRS,failed_numerical,MAP_evaluation_budget,,subject_09
v3_inner__S4_measured__subject_09__3__O2__baseline__0,16__center_EEG,S4_measured,O2,inner,center_EEG,failed_numerical,MAP_evaluation_budget,,subject_09
v3_inner__S4_measured__subject_09__3__O2__baseline__0,16__center_fNIRS,S4_measured,O2,inner,center_fNIRS,failed_numerical,MAP_evaluation_budget,,subject_09
v3_inner__S4_measured__subject_09__3__O2__baseline__0,20__center_EEG,S4_measured,O2,inner,center_EEG,failed_numerical,MAP_evaluation_budget,,subject_09
v3_inner__S4_measured__subject_09__3__O2__baseline__0,20__center_fNIRS,S4_measured,O2,inner,center_fNIRS,failed_numerical,MAP_evaluation_budget,,subject_09
v3_inner__S4_measured__subject_09__3__O2__baseline__1,1__center_EEG,S4_measured,O2,inner,center_EEG,failed_numerical,MAP_evaluation_budget,,subject_09
v3_inner__S4_measured__subject_09__3__O2__baseline__1,1__center_fNIRS,S4_measured,O2,inner,center_fNIRS,failed_numerical,MAP_evaluation_budget,,subject_09
v3_inner__S4_measured__subject_09__3__O2__baseline__1,5__center_EEG,S4_measured,O2,inner,center_EEG,failed_numerical,MAP_evaluation_budget,,subject_09
v3_inner__S4_measured__subject_09__3__O2__baseline__1,5__center_fNIRS,S4_measured,O2,inner,center_fNIRS,failed_numerical,MAP_evaluation_budget,,subject_09
v3_inner__S4_measured__subject_09__3__O2__baseline__1,9__center_EEG,S4_measured,O2,inner,center_EEG,failed_numerical,MAP_evaluation_budget,,subject_09
v3_inner__S4_measured__subject_09__3__O2__baseline__1,9__center_fNIRS,S4_measured,O2,inner,center_fNIRS,failed_numerical,MAP_evaluation_budget,,subject_09
v3_inner__S4_measured__subject_09__3__O2__baseline__1,13__center_EEG,S4_measured,O2,inner,center_EEG,failed_numerical,MAP_evaluation_budget,,subject_09
v3_inner__S4_measured__subject_09__3__O2__baseline__1,13__center_fNIRS,S4_measured,O2,inner,center_fNIRS,failed_numerical,MAP_evaluation_budget,,subject_09
v3_inner__S4_measured__subject_09__3__O2__baseline__1,17__center_EEG,S4_measured,O2,inner,center_EEG,failed_numerical,MAP_evaluation_budget,,subject_09
v3_inner__S4_measured__subject_09__3__O2__baseline__1,17__center_fNIRS,S4_measured,O2,inner,center_fNIRS,failed_numerical,MAP_evaluation_budget,,subject_09
v3_inner__S4_measured__subject_09__3__O2__baseline__1,21__center_EEG,S4_measured,O2,inner,center_EEG,failed_numerical,MAP_evaluation_budget,,subject_09
v3_inner__S4_measured__subject_09__3__O2__baseline__1,21__center_fNIRS,S4_measured,O2,inner,center_fNIRS,failed_numerical,MAP_evaluation_budget,,subject_09
v3_inner__S4_measured__subject_09__3__O2__baseline__2,2__center_EEG,S4_measured,O2,inner,center_EEG,failed_numerical,MAP_evaluation_budget,,subject_09
v3_inner__S4_measured__subject_09__3__O2__baseline__2,2__center_fNIRS,S4_measured,O2,inner,center_fNIRS,failed_numerical,MAP_evaluation_budget,,subject_09
v3_inner__S4_measured__subject_09__3__O2__baseline__2,6__center_EEG,S4_measured,O2,inner,center_EEG,failed_numerical,MAP_evaluation_budget,,subject_09
v3_inner__S4_measured__subject_09__3__O2__baseline__2,6__center_fNIRS,S4_measured,O2,inner,center_fNIRS,failed_numerical,MAP_evaluation_budget,,subject_09
v3_inner__S4_measured__subject_09__3__O2__baseline__2,10__center_EEG,S4_measured,O2,inner,center_EEG,failed_numerical,MAP_evaluation_budget,,subject_09
v3_inner__S4_measured__subject_09__3__O2__baseline__2,10__center_fNIRS,S4_measured,O2,inner,center_fNIRS,failed_numerical,MAP_evaluation_budget,,subject_09
v3_inner__S4_measured__subject_09__3__O2__baseline__2,14__center_EEG,S4_measured,O2,inner,center_EEG,failed_numerical,MAP_evaluation_budget,,subject_09
v3_inner__S4_measured__subject_09__3__O2__baseline__2,14__center_fNIRS,S4_measured,O2,inner,center_fNIRS,failed_numerical,MAP_evaluation_budget,,subject_09
v3_inner__S4_measured__subject_09__3__O2__baseline__2,18__center_EEG,S4_measured,O2,inner,center_EEG,failed_numerical,MAP_evaluation_budget,,subject_09
v3_inner__S4_measured__subject_09__3__O2__baseline__2,18__center_fNIRS,S4_measured,O2,inner,center_fNIRS,failed_numerical,MAP_evaluation_budget,,subject_09
v3_inner__S4_measured__subject_09__3__O2__baseline__2,22__center_EEG,S4_measured,O2,inner,center_EEG,failed_numerical,MAP_evaluation_budget,,subject_09
v3_inner__S4_measured__subject_09__3__O2__baseline__2,22__center_fNIRS,S4_measured,O2,inner,center_fNIRS,failed_numerical,MAP_evaluation_budget,,subject_09
v3_inner__S4_measured__subject_09__3__O2__process_0p5__0,0__center_EEG,S4_measured,O2,inner,center_EEG,failed_numerical,MAP_evaluation_budget,,subject_09
v3_inner__S4_measured__subject_09__3__O2__process_0p5__0,0__center_fNIRS,S4_measured,O2,inner,center_fNIRS,failed_numerical,MAP_evaluation_budget,,subject_09
v3_inner__S4_measured__subject_09__3__O2__process_0p5__0,4__center_EEG,S4_measured,O2,inner,center_EEG,failed_numerical,MAP_evaluation_budget,,subject_09
v3_inner__S4_measured__subject_09__3__O2__process_0p5__0,4__center_fNIRS,S4_measured,O2,inner,center_fNIRS,failed_numerical,MAP_evaluation_budget,,subject_09
v3_inner__S4_measured__subject_09__3__O2__process_0p5__0,8__center_EEG,S4_measured,O2,inner,center_EEG,failed_numerical,MAP_evaluation_budget,,subject_09
v3_inner__S4_measured__subject_09__3__O2__process_0p5__0,8__center_fNIRS,S4_measured,O2,inner,center_fNIRS,failed_numerical,MAP_evaluation_budget,,subject_09
v3_inner__S4_measured__subject_09__3__O2__process_0p5__0,12__center_EEG,S4_measured,O2,inner,center_EEG,failed_numerical,MAP_evaluation_budget,,subject_09
v3_inner__S4_measured__subject_09__3__O2__process_0p5__0,12__center_fNIRS,S4_measured,O2,inner,center_fNIRS,failed_numerical,MAP_evaluation_budget,,subject_09
v3_inner__S4_measured__subject_09__3__O2__process_0p5__0,16__center_EEG,S4_measured,O2,inner,center_EEG,failed_numerical,MAP_evaluation_budget,,subject_09
v3_inner__S4_measured__subject_09__3__O2__process_0p5__0,16__center_fNIRS,S4_measured,O2,inner,center_fNIRS,failed_numerical,MAP_evaluation_budget,,subject_09
v3_inner__S4_measured__subject_09__3__O2__process_0p5__0,20__center_EEG,S4_measured,O2,inner,center_EEG,failed_numerical,MAP_evaluation_budget,,subject_09
v3_inner__S4_measured__subject_09__3__O2__process_0p5__0,20__center_fNIRS,S4_measured,O2,inner,center_fNIRS,failed_numerical,MAP_evaluation_budget,,subject_09
v3_inner__S4_measured__subject_09__3__O2__process_0p5__1,1__center_EEG,S4_measured,O2,inner,center_EEG,failed_numerical,MAP_evaluation_budget,,subject_09
v3_inner__S4_measured__subject_09__3__O2__process_0p5__1,1__center_fNIRS,S4_measured,O2,inner,center_fNIRS,failed_numerical,MAP_evaluation_budget,,subject_09
v3_inner__S4_measured__subject_09__3__O2__process_0p5__1,5__center_EEG,S4_measured,O2,inner,center_EEG,failed_numerical,MAP_evaluation_budget,,subject_09
v3_inner__S4_measured__subject_09__3__O2__process_0p5__1,5__center_fNIRS,S4_measured,O2,inner,center_fNIRS,failed_numerical,MAP_evaluation_budget,,subject_09
v3_inner__S4_measured__subject_09__3__O2__process_0p5__1,9__center_EEG,S4_measured,O2,inner,center_EEG,failed_numerical,MAP_evaluation_budget,,subject_09
v3_inner__S4_measured__subject_09__3__O2__process_0p5__1,9__center_fNIRS,S4_measured,O2,inner,center_fNIRS,failed_numerical,MAP_evaluation_budget,,subject_09
v3_inner__S4_measured__subject_09__3__O2__process_0p5__1,13__center_EEG,S4_measured,O2,inner,center_EEG,failed_numerical,MAP_evaluation_budget,,subject_09
v3_inner__S4_measured__subject_09__3__O2__process_0p5__1,13__center_fNIRS,S4_measured,O2,inner,center_fNIRS,failed_numerical,MAP_evaluation_budget,,subject_09
v3_inner__S4_measured__subject_09__3__O2__process_0p5__1,17__center_EEG,S4_measured,O2,inner,center_EEG,failed_numerical,MAP_evaluation_budget,,subject_09
v3_inner__S4_measured__subject_09__3__O2__process_0p5__1,17__center_fNIRS,S4_measured,O2,inner,center_fNIRS,failed_numerical,MAP_evaluation_budget,,subject_09
v3_inner__S4_measured__subject_09__3__O2__process_0p5__1,21__center_EEG,S4_measured,O2,inner,center_EEG,failed_numerical,MAP_evaluation_budget,,subject_09
v3_inner__S4_measured__subject_09__3__O2__process_0p5__1,21__center_fNIRS,S4_measured,O2,inner,center_fNIRS,failed_numerical,MAP_evaluation_budget,,subject_09
v3_inner__S4_measured__subject_09__3__O2__process_0p5__2,2__center_EEG,S4_measured,O2,inner,center_EEG,failed_numerical,MAP_evaluation_budget,,subject_09
v3_inner__S4_measured__subject_09__3__O2__process_0p5__2,2__center_fNIRS,S4_measured,O2,inner,center_fNIRS,failed_numerical,MAP_evaluation_budget,,subject_09
v3_inner__S4_measured__subject_09__3__O2__process_0p5__2,6__center_EEG,S4_measured,O2,inner,center_EEG,failed_numerical,MAP_evaluation_budget,,subject_09
v3_inner__S4_measured__subject_09__3__O2__process_0p5__2,6__center_fNIRS,S4_measured,O2,inner,center_fNIRS,failed_numerical,MAP_evaluation_budget,,subject_09
v3_inner__S4_measured__subject_09__3__O2__process_0p5__2,10__center_EEG,S4_measured,O2,inner,center_EEG,failed_numerical,MAP_evaluation_budget,,subject_09
