task_id,axis,condition,law,variant,panel,role,solver,mode,status,full_time_truth,uncertainty
v3_selected__S4_synthetic__synthetic__process__matched__3__0__O0__4,process,"{""id"": ""matched"", ""law"": ""nonlinear_gaussian""}",,,3,selected,O0,center_EEG_template,completed,"{""r"": {""nrmse"": 1.0597984924146089, ""correlation"": 0.2234388849395718, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.6083333333333333, ""mean_interval_width"": 0.15208827491042534}, ""clean_EEG"": {""nrmse"": 1.0597984924146089, ""correlation"": 0.2234388849395718, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.6083333333333333, ""mean_interval_width"": 0.15208827491042534}, ""clean_HbO"": {""nrmse"": 1.3532688566971316, ""correlation"": -0.5119256630223116, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.03333333333333333, ""mean_interval_width"": 0.01831108884299925}, ""clean_HbR"": {""nrmse"": 1.4648714152128928, ""correlation"": -0.5718965647864109, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.11666666666666667, ""mean_interval_width"": 0.008124428444395293}}",conditional_approximation
v3_selected__S4_synthetic__synthetic__process__matched__3__0__O0__4,process,"{""id"": ""matched"", ""law"": ""nonlinear_gaussian""}",,,3,selected,O0,center_EEG_pairing,completed,"{""r"": {""nrmse"": 1.0905457016056959, ""correlation"": 0.28911759203405113, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.4166666666666667, ""mean_interval_width"": 0.15681862133755017}, ""clean_EEG"": {""nrmse"": 1.0905457016056959, ""correlation"": 0.28911759203405113, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.4166666666666667, ""mean_interval_width"": 0.15681862133755017}, ""clean_HbO"": {""nrmse"": 1.383872096005229, ""correlation"": -0.035979315223938164, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.025, ""mean_interval_width"": 0.03134517038356754}, ""clean_HbR"": {""nrmse"": 1.5568015174127465, ""correlation"": -0.10221217884875636, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.15, ""mean_interval_width"": 0.013949181603535577}}",conditional_approximation
v3_selected__S4_synthetic__synthetic__process__matched__3__0__O0__4,process,"{""id"": ""matched"", ""law"": ""nonlinear_gaussian""}",,,3,selected,O0,center_EEG_shift,completed,"{""r"": {""nrmse"": 2.409681999135256, ""correlation"": -0.06075514033275421, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.24166666666666667, ""mean_interval_width"": 0.16217466333587705}, ""clean_EEG"": {""nrmse"": 2.409681999135256, ""correlation"": -0.06075514033275421, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.24166666666666667, ""mean_interval_width"": 0.16217466333587705}, ""clean_HbO"": {""nrmse"": 3.1850627547037624, ""correlation"": -0.36807725359219823, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.016666666666666666, ""mean_interval_width"": 0.04181641438935543}, ""clean_HbR"": {""nrmse"": 3.174119835128505, ""correlation"": -0.4415751593058377, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.06666666666666667, ""mean_interval_width"": 0.012173495982385952}}",conditional_approximation
v3_selected__S4_synthetic__synthetic__process__matched__3__0__O0__4,process,"{""id"": ""matched"", ""law"": ""nonlinear_gaussian""}",,,3,selected,O0,center_fNIRS,completed,"{""r"": {""nrmse"": 0.7003931544683301, ""correlation"": 0.8222418610333894, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.7333333333333333, ""mean_interval_width"": 0.15363113944469234}, ""clean_EEG"": {""nrmse"": 0.7003931544683301, ""correlation"": 0.8222418610333894, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.7333333333333333, ""mean_interval_width"": 0.15363113944469234}, ""clean_HbO"": {""nrmse"": 0.7136396232295288, ""correlation"": 0.853633301745776, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.2833333333333333, ""mean_interval_width"": 0.033778305138937065}, ""clean_HbR"": {""nrmse"": 0.4851611816326056, ""correlation"": 0.9018433466389125, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.6916666666666667, ""mean_interval_width"": 0.01505731816072714}}",conditional_approximation
v3_selected__S4_synthetic__synthetic__process__matched__3__0__O0__4,process,"{""id"": ""matched"", ""law"": ""nonlinear_gaussian""}",,,3,selected,O0,center_fNIRS_own,completed,"{""r"": {""nrmse"": 0.8345553159353017, ""correlation"": 0.6760403975733312, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.7583333333333333, ""mean_interval_width"": 0.1884474090669332}, ""clean_EEG"": {""nrmse"": 0.8345553159353017, ""correlation"": 0.6760403975733312, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.7583333333333333, ""mean_interval_width"": 0.1884474090669332}, ""clean_HbO"": {""nrmse"": 0.7220699419094728, ""correlation"": 0.8254068823993317, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.24166666666666667, ""mean_interval_width"": 0.03573888090329374}, ""clean_HbR"": {""nrmse"": 0.48308972008834195, ""correlation"": 0.904833838550853, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.6833333333333333, ""mean_interval_width"": 0.015400873493917673}}",conditional_approximation
v3_selected__S4_synthetic__synthetic__process__matched__3__0__O0__4,process,"{""id"": ""matched"", ""law"": ""nonlinear_gaussian""}",,,3,selected,O0,center_fNIRS_template,completed,"{""r"": {""nrmse"": 0.9293767455210127, ""correlation"": 0.3975267310312034, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.44166666666666665, ""mean_interval_width"": 0.10227263527070561}, ""clean_EEG"": {""nrmse"": 0.9293767455210127, ""correlation"": 0.3975267310312034, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.44166666666666665, ""mean_interval_width"": 0.10227263527070561}, ""clean_HbO"": {""nrmse"": 0.7298116300203067, ""correlation"": 0.7975708195189157, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.2, ""mean_interval_width"": 0.0351810548191772}, ""clean_HbR"": {""nrmse"": 0.4846599354121392, ""correlation"": 0.9091333444509803, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.7083333333333334, ""mean_interval_width"": 0.015608643981926953}}",conditional_approximation
v3_selected__S4_synthetic__synthetic__process__matched__3__0__O0__4,process,"{""id"": ""matched"", ""law"": ""nonlinear_gaussian""}",,,3,selected,O0,center_fNIRS_pairing,completed,"{""r"": {""nrmse"": 0.9729926116776648, ""correlation"": 0.524638525490143, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.6416666666666667, ""mean_interval_width"": 0.15293914023959934}, ""clean_EEG"": {""nrmse"": 0.9729926116776648, ""correlation"": 0.524638525490143, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.6416666666666667, ""mean_interval_width"": 0.15293914023959934}, ""clean_HbO"": {""nrmse"": 0.7117804513372192, ""correlation"": 0.8354593216400897, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.25833333333333336, ""mean_interval_width"": 0.035219629383960185}, ""clean_HbR"": {""nrmse"": 0.48330592892929464, ""correlation"": 0.9018434478574163, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.7, ""mean_interval_width"": 0.015051747809432518}}",conditional_approximation
v3_selected__S4_synthetic__synthetic__process__matched__3__0__O0__4,process,"{""id"": ""matched"", ""law"": ""nonlinear_gaussian""}",,,3,selected,O0,center_fNIRS_shift,completed,"{""r"": {""nrmse"": 0.9600056968688175, ""correlation"": 0.48448986567031654, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.6, ""mean_interval_width"": 0.15637287436673775}, ""clean_EEG"": {""nrmse"": 0.9600056968688175, ""correlation"": 0.48448986567031654, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.6, ""mean_interval_width"": 0.15637287436673775}, ""clean_HbO"": {""nrmse"": 0.7340378668954892, ""correlation"": 0.8072276307380084, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.24166666666666667, ""mean_interval_width"": 0.04148350008291936}, ""clean_HbR"": {""nrmse"": 0.5286243584821589, ""correlation"": 0.9320362691194737, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.4666666666666667, ""mean_interval_width"": 0.017661898564322088}}",conditional_approximation
v3_assessment__S4_synthetic__synthetic__process__matched__3__O0__8__oracle,process,"{""id"": ""matched"", ""law"": ""nonlinear_gaussian""}",,,3,oracle,O0,full,completed,"{""r"": {""nrmse"": 0.9350417864363438, ""correlation"": 0.7727068161996671, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.7, ""mean_interval_width"": 0.1451675847579471}, ""clean_EEG"": {""nrmse"": 0.9350417864363438, ""correlation"": 0.7727068161996671, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.7, ""mean_interval_width"": 0.1451675847579471}, ""clean_HbO"": {""nrmse"": 1.395514567194978, ""correlation"": 0.840433126613681, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.0, ""mean_interval_width"": 0.024017893893591987}, ""clean_HbR"": {""nrmse"": 1.3477226382837793, ""correlation"": 0.8216252309850396, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.125, ""mean_interval_width"": 0.00917933013882654}}",conditional_approximation
v3_assessment__S4_synthetic__synthetic__process__matched__3__O0__8__oracle,process,"{""id"": ""matched"", ""law"": ""nonlinear_gaussian""}",,,3,oracle,O0,EEG_only,completed,"{""r"": {""nrmse"": 1.2683603179895064, ""correlation"": 0.7455148908764861, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.6166666666666667, ""mean_interval_width"": 0.17361279856636302}, ""clean_EEG"": {""nrmse"": 1.2683603179895064, ""correlation"": 0.7455148908764861, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.6166666666666667, ""mean_interval_width"": 0.17361279856636302}, ""clean_HbO"": {""nrmse"": 2.172150931344723, ""correlation"": 0.6150346089295515, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.2833333333333333, ""mean_interval_width"": 0.10243669377829834}, ""clean_HbR"": {""nrmse"": 2.3258564526769865, ""correlation"": 0.5205944811587871, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.26666666666666666, ""mean_interval_width"": 0.03134417651628903}}",conditional_approximation
v3_assessment__S4_synthetic__synthetic__process__matched__3__O0__8__oracle,process,"{""id"": ""matched"", ""law"": ""nonlinear_gaussian""}",,,3,oracle,O0,fNIRS_only,completed,"{""r"": {""nrmse"": 0.9722158699799389, ""correlation"": 0.6546111199735303, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.7666666666666667, ""mean_interval_width"": 0.17591486185749533}, ""clean_EEG"": {""nrmse"": 0.9722158699799389, ""correlation"": 0.6546111199735303, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.7666666666666667, ""mean_interval_width"": 0.17591486185749533}, ""clean_HbO"": {""nrmse"": 1.381712924876537, ""correlation"": 0.8432504172507957, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.0, ""mean_interval_width"": 0.02597575796280781}, ""clean_HbR"": {""nrmse"": 1.3227201045154209, ""correlation"": 0.8304918164052467, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.125, ""mean_interval_width"": 0.009437480436417523}}",conditional_approximation
v3_assessment__S4_synthetic__synthetic__process__matched__3__O0__8__oracle,process,"{""id"": ""matched"", ""law"": ""nonlinear_gaussian""}",,,3,oracle,O0,all_missing,completed,"{""r"": {""nrmse"": 1.0988567214394422, ""correlation"": null, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.9666666666666667, ""mean_interval_width"": 0.3478729294097454}, ""clean_EEG"": {""nrmse"": 1.0988567214394422, ""correlation"": null, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.9666666666666667, ""mean_interval_width"": 0.3478729294097454}, ""clean_HbO"": {""nrmse"": 1.3832388025301026, ""correlation"": -0.08658040299819689, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 1.0, ""mean_interval_width"": 0.33695510294899833}, ""clean_HbR"": {""nrmse"": 1.3170459157554886, ""correlation"": 0.2851520494528851, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 1.0, ""mean_interval_width"": 0.10832754596214546}}",conditional_approximation
v3_assessment__S4_synthetic__synthetic__process__matched__3__O0__8__oracle,process,"{""id"": ""matched"", ""law"": ""nonlinear_gaussian""}",,,3,oracle,O0,center_EEG,completed,"{""r"": {""nrmse"": 0.9638168721387145, ""correlation"": 0.7288663694209412, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.7, ""mean_interval_width"": 0.1480055137132575}, ""clean_EEG"": {""nrmse"": 0.9638168721387145, ""correlation"": 0.7288663694209412, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.7, ""mean_interval_width"": 0.1480055137132575}, ""clean_HbO"": {""nrmse"": 1.3941571489688578, ""correlation"": 0.8407559202548526, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.0, ""mean_interval_width"": 0.024271462495219782}, ""clean_HbR"": {""nrmse"": 1.3429811941571914, ""correlation"": 0.8229954863133276, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.125, ""mean_interval_width"": 0.009211990946999172}}",conditional_approximation
v3_assessment__S4_synthetic__synthetic__process__matched__3__O0__8__oracle,process,"{""id"": ""matched"", ""law"": ""nonlinear_gaussian""}",,,3,oracle,O0,center_EEG_own,completed,"{""r"": {""nrmse"": 1.2321873606224727, ""correlation"": 0.6002946151446827, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.6916666666666667, ""mean_interval_width"": 0.18892638122389566}, ""clean_EEG"": {""nrmse"": 1.2321873606224727, ""correlation"": 0.6002946151446827, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.6916666666666667, ""mean_interval_width"": 0.18892638122389566}, ""clean_HbO"": {""nrmse"": 1.9289973429132699, ""correlation"": 0.5451595502367339, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.475, ""mean_interval_width"": 0.12585076304287895}, ""clean_HbR"": {""nrmse"": 2.028313108016222, ""correlation"": 0.468077219333122, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.425, ""mean_interval_width"": 0.03922378489970586}}",conditional_approximation
v3_assessment__S4_synthetic__synthetic__process__matched__3__O0__8__oracle,process,"{""id"": ""matched"", ""law"": ""nonlinear_gaussian""}",,,3,oracle,O0,center_EEG_template,completed,"{""r"": {""nrmse"": 1.34543305561645, ""correlation"": 0.401552010863369, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.525, ""mean_interval_width"": 0.14039282127779026}, ""clean_EEG"": {""nrmse"": 1.34543305561645, ""correlation"": 0.401552010863369, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.525, ""mean_interval_width"": 0.14039282127779026}, ""clean_HbO"": {""nrmse"": 2.2059715480959645, ""correlation"": -0.23532258465417635, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.0, ""mean_interval_width"": 0.013702918890448786}, ""clean_HbR"": {""nrmse"": 2.432627454715905, ""correlation"": -0.34902056364700335, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.06666666666666667, ""mean_interval_width"": 0.00580228812692243}}",conditional_approximation
v3_assessment__S4_synthetic__synthetic__process__matched__3__O0__8__oracle,process,"{""id"": ""matched"", ""law"": ""nonlinear_gaussian""}",,,3,oracle,O0,center_EEG_pairing,completed,"{""r"": {""nrmse"": 1.428929136871528, ""correlation"": 0.16896319622814163, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.525, ""mean_interval_width"": 0.14882254251004}, ""clean_EEG"": {""nrmse"": 1.428929136871528, ""correlation"": 0.16896319622814163, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.525, ""mean_interval_width"": 0.14882254251004}, ""clean_HbO"": {""nrmse"": 1.667712222224361, ""correlation"": 0.16091088959585537, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.06666666666666667, ""mean_interval_width"": 0.02634858497023714}, ""clean_HbR"": {""nrmse"": 1.9389335158609975, ""correlation"": 0.06760095391402665, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.16666666666666666, ""mean_interval_width"": 0.009875630826607506}}",conditional_approximation
v3_assessment__S4_synthetic__synthetic__process__matched__3__O0__8__oracle,process,"{""id"": ""matched"", ""law"": ""nonlinear_gaussian""}",,,3,oracle,O0,center_EEG_shift,completed,"{""r"": {""nrmse"": 1.1611894115143098, ""correlation"": 0.17570303446003238, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.6166666666666667, ""mean_interval_width"": 0.14903524603640222}, ""clean_EEG"": {""nrmse"": 1.1611894115143098, ""correlation"": 0.17570303446003238, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.6166666666666667, ""mean_interval_width"": 0.14903524603640222}, ""clean_HbO"": {""nrmse"": 1.72184878542222, ""correlation"": -0.4839750338507041, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.19166666666666668, ""mean_interval_width"": 0.02622485138525729}, ""clean_HbR"": {""nrmse"": 1.784810170846465, ""correlation"": -0.4289104141827921, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.325, ""mean_interval_width"": 0.009959457644960146}}",conditional_approximation
v3_assessment__S4_synthetic__synthetic__process__matched__3__O0__8__oracle,process,"{""id"": ""matched"", ""law"": ""nonlinear_gaussian""}",,,3,oracle,O0,center_fNIRS,completed,"{""r"": {""nrmse"": 0.9870023951814503, ""correlation"": 0.7560794330654201, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.6833333333333333, ""mean_interval_width"": 0.14735259580809815}, ""clean_EEG"": {""nrmse"": 0.9870023951814503, ""correlation"": 0.7560794330654201, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.6833333333333333, ""mean_interval_width"": 0.14735259580809815}, ""clean_HbO"": {""nrmse"": 1.5117084776878582, ""correlation"": 0.7936403294687765, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.0, ""mean_interval_width"": 0.028263659079355886}, ""clean_HbR"": {""nrmse"": 1.4998095839515224, ""correlation"": 0.7669585560711041, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.125, ""mean_interval_width"": 0.010316988776844784}}",conditional_approximation
v3_assessment__S4_synthetic__synthetic__process__matched__3__O0__8__oracle,process,"{""id"": ""matched"", ""law"": ""nonlinear_gaussian""}",,,3,oracle,O0,center_fNIRS_own,completed,"{""r"": {""nrmse"": 1.0174266656067044, ""correlation"": 0.627680690496844, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.75, ""mean_interval_width"": 0.18178510235743103}, ""clean_EEG"": {""nrmse"": 1.0174266656067044, ""correlation"": 0.627680690496844, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.75, ""mean_interval_width"": 0.18178510235743103}, ""clean_HbO"": {""nrmse"": 1.477654526888053, ""correlation"": 0.8035225729632626, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.0, ""mean_interval_width"": 0.032512575502746895}, ""clean_HbR"": {""nrmse"": 1.4540239135225326, ""correlation"": 0.781360973268924, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.125, ""mean_interval_width"": 0.011159927018185689}}",conditional_approximation
v3_assessment__S4_synthetic__synthetic__process__matched__3__O0__8__oracle,process,"{""id"": ""matched"", ""law"": ""nonlinear_gaussian""}",,,3,oracle,O0,center_fNIRS_template,completed,"{""r"": {""nrmse"": 1.1270751622287465, ""correlation"": 0.3256279174366119, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.5, ""mean_interval_width"": 0.10056669744126925}, ""clean_EEG"": {""nrmse"": 1.1270751622287465, ""correlation"": 0.3256279174366119, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.5, ""mean_interval_width"": 0.10056669744126925}, ""clean_HbO"": {""nrmse"": 1.4587221144605822, ""correlation"": 0.8113369406442562, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.0, ""mean_interval_width"": 0.026235685458644294}, ""clean_HbR"": {""nrmse"": 1.4435104029099841, ""correlation"": 0.7733279545104326, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.11666666666666667, ""mean_interval_width"": 0.009573324075541385}}",conditional_approximation
v3_assessment__S4_synthetic__synthetic__process__matched__3__O0__8__oracle,process,"{""id"": ""matched"", ""law"": ""nonlinear_gaussian""}",,,3,oracle,O0,center_fNIRS_pairing,completed,"{""r"": {""nrmse"": 1.0822543976987546, ""correlation"": 0.4155058814489722, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.6666666666666666, ""mean_interval_width"": 0.14738123925006524}, ""clean_EEG"": {""nrmse"": 1.0822543976987546, ""correlation"": 0.4155058814489722, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.6666666666666666, ""mean_interval_width"": 0.14738123925006524}, ""clean_HbO"": {""nrmse"": 1.5197167305914423, ""correlation"": 0.7808412462637374, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.0, ""mean_interval_width"": 0.0308908705243363}, ""clean_HbR"": {""nrmse"": 1.4195580065740303, ""correlation"": 0.7936176153772019, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.11666666666666667, ""mean_interval_width"": 0.010513790360098129}}",conditional_approximation
v3_assessment__S4_synthetic__synthetic__process__matched__3__O0__8__oracle,process,"{""id"": ""matched"", ""law"": ""nonlinear_gaussian""}",,,3,oracle,O0,center_fNIRS_shift,completed,"{""r"": {""nrmse"": 0.9938147545126936, ""correlation"": 0.5989793646268916, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.725, ""mean_interval_width"": 0.14739572799038275}, ""clean_EEG"": {""nrmse"": 0.9938147545126936, ""correlation"": 0.5989793646268916, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.725, ""mean_interval_width"": 0.14739572799038275}, ""clean_HbO"": {""nrmse"": 1.438559536280076, ""correlation"": 0.8238351913856115, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.0, ""mean_interval_width"": 0.030643897394791363}, ""clean_HbR"": {""nrmse"": 1.3707591116876994, ""correlation"": 0.8072122708091196, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.125, ""mean_interval_width"": 0.010531626571974232}}",conditional_approximation
v3_selected__S4_synthetic__synthetic__process__matched__3__0__O0__8,process,"{""id"": ""matched"", ""law"": ""nonlinear_gaussian""}",,,3,selected,O0,full,completed,"{""r"": {""nrmse"": 0.970810738202515, ""correlation"": 0.7725823417470021, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.6916666666666667, ""mean_interval_width"": 0.15120553796451353}, ""clean_EEG"": {""nrmse"": 0.970810738202515, ""correlation"": 0.7725823417470021, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.6916666666666667, ""mean_interval_width"": 0.15120553796451353}, ""clean_HbO"": {""nrmse"": 1.424101599696687, ""correlation"": 0.8346012656131852, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.0, ""mean_interval_width"": 0.028685336799987922}, ""clean_HbR"": {""nrmse"": 1.1946892014836454, ""correlation"": 0.8696594114891447, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.13333333333333333, ""mean_interval_width"": 0.012682382820492149}}",conditional_approximation
v3_selected__S4_synthetic__synthetic__process__matched__3__0__O0__8,process,"{""id"": ""matched"", ""law"": ""nonlinear_gaussian""}",,,3,selected,O0,EEG_only,completed,"{""r"": {""nrmse"": 1.2683603179895058, ""correlation"": 0.7455148908764861, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.6166666666666667, ""mean_interval_width"": 0.17361279856636286}, ""clean_EEG"": {""nrmse"": 1.2683603179895058, ""correlation"": 0.7455148908764861, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.6166666666666667, ""mean_interval_width"": 0.17361279856636286}, ""clean_HbO"": {""nrmse"": 2.1729171616965925, ""correlation"": 0.6149732479552599, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.3, ""mean_interval_width"": 0.11556592122988482}, ""clean_HbR"": {""nrmse"": 2.3239881325453258, ""correlation"": 0.5208794235700243, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.31666666666666665, ""mean_interval_width"": 0.03552772771403883}}",conditional_approximation
v3_selected__S4_synthetic__synthetic__process__matched__3__0__O0__8,process,"{""id"": ""matched"", ""law"": ""nonlinear_gaussian""}",,,3,selected,O0,fNIRS_only,completed,"{""r"": {""nrmse"": 0.9674732815755841, ""correlation"": 0.6416696818427368, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.825, ""mean_interval_width"": 0.18567939937501513}, ""clean_EEG"": {""nrmse"": 0.9674732815755841, ""correlation"": 0.6416696818427368, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.825, ""mean_interval_width"": 0.18567939937501513}, ""clean_HbO"": {""nrmse"": 1.4145785184037944, ""correlation"": 0.8365168391655297, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.0, ""mean_interval_width"": 0.029944369660502086}, ""clean_HbR"": {""nrmse"": 1.1670352348730306, ""correlation"": 0.8780855302933396, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.13333333333333333, ""mean_interval_width"": 0.01282722128792512}}",conditional_approximation
v3_selected__S4_synthetic__synthetic__process__matched__3__0__O0__8,process,"{""id"": ""matched"", ""law"": ""nonlinear_gaussian""}",,,3,selected,O0,all_missing,completed,"{""r"": {""nrmse"": 1.0988567214394422, ""correlation"": null, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.9666666666666667, ""mean_interval_width"": 0.34787292940974646}, ""clean_EEG"": {""nrmse"": 1.0988567214394422, ""correlation"": null, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.9666666666666667, ""mean_interval_width"": 0.34787292940974646}, ""clean_HbO"": {""nrmse"": 1.383843572138531, ""correlation"": -0.08892119164973389, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 1.0, ""mean_interval_width"": 0.34167973150928116}, ""clean_HbR"": {""nrmse"": 1.3155007655370623, ""correlation"": 0.28545800655920356, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 1.0, ""mean_interval_width"": 0.11000515153936237}}",conditional_approximation
v3_selected__S4_synthetic__synthetic__process__matched__3__0__O0__8,process,"{""id"": ""matched"", ""law"": ""nonlinear_gaussian""}",,,3,selected,O0,center_EEG,completed,"{""r"": {""nrmse"": 0.9932983116825763, ""correlation"": 0.7206857358783733, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.7, ""mean_interval_width"": 0.15447816369159248}, ""clean_EEG"": {""nrmse"": 0.9932983116825763, ""correlation"": 0.7206857358783733, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.7, ""mean_interval_width"": 0.15447816369159248}, ""clean_HbO"": {""nrmse"": 1.423134543785676, ""correlation"": 0.834817627874216, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.0, ""mean_interval_width"": 0.02884892814414824}, ""clean_HbR"": {""nrmse"": 1.1881212543870763, ""correlation"": 0.8715126734832357, ""uncertainty"": ""conditional_approximation"", ""coverage95"": 0.13333333333333333, ""mean_interval_width"": 0.012699545863995465}}",conditional_approximation
