task_id,family,kind,layer,queue_position,planned_solves,timeout_seconds,payload
v3_assessment__S4_synthetic__synthetic__process__matched__2__O2__8__oracle,S4_synthetic,v3_fits,22,6775,14,1800,"{""id"": ""v3_assessment__S4_synthetic__synthetic__process__matched__2__O2__8__oracle"", ""family"": ""S4_synthetic"", ""layer"": 22, ""kind"": ""v3_fits"", ""stage"": 4, ""dependencies"": [""v3_assessment__S4_synthetic__synthetic__process__matched__2__O2__8__baseline"", ""v3_S1_gate""], ""prerequisites"": [""v3_S1_gate""], ""planned_solves"": 14, ""subject"": ""synthetic__process__matched__2"", ""outer"": 0, ""solver"": ""O2"", ""trials"": [8], ""modes"": [""full"", ""EEG_only"", ""fNIRS_only"", ""all_missing"", ""center_EEG"", ""center_EEG_own"", ""center_EEG_template"", ""center_EEG_pairing"", ""center_EEG_shift"", ""center_fNIRS"", ""center_fNIRS_own"", ""center_fNIRS_template"", ""center_fNIRS_pairing"", ""center_fNIRS_shift""], ""candidate"": {""id"": ""oracle"", ""eeg"": ""E0"", ""noise"": 1.0, ""gain"": 1.0, ""sigma_h"": 1.0, ""sigma_r"": 1.0, ""w"": 0.0, ""g"": 0.0}, ""role"": ""oracle"", ""reference_task"": ""v3_assessment__S4_synthetic__synthetic__process__matched__2__O2__8__baseline"", ""axis"": ""process"", ""condition"": {""id"": ""matched"", ""law"": ""nonlinear_gaussian""}, ""panel"": 2, ""timeout_seconds"": 1800, ""row_ids"": [""8__full"", ""8__EEG_only"", ""8__fNIRS_only"", ""8__all_missing"", ""8__center_EEG"", ""8__center_EEG_own"", ""8__center_EEG_template"", ""8__center_EEG_pairing"", ""8__center_EEG_shift"", ""8__center_fNIRS"", ""8__center_fNIRS_own"", ""8__center_fNIRS_template"", ""8__center_fNIRS_pairing"", ""8__center_fNIRS_shift""], ""queue_position"": 6775}"
v3_selected__S4_synthetic__synthetic__process__matched__2__0__O2__8,S4_synthetic,v3_fits,22,6776,14,1800,"{""id"": ""v3_selected__S4_synthetic__synthetic__process__matched__2__0__O2__8"", ""family"": ""S4_synthetic"", ""layer"": 22, ""kind"": ""v3_fits"", ""stage"": 4, ""dependencies"": [""v3_select__S4_synthetic__synthetic__process__matched__2__0__O2"", ""v3_assessment__S4_synthetic__synthetic__process__matched__2__O2__8__baseline"", ""v3_S1_gate""], ""prerequisites"": [""v3_S1_gate""], ""planned_solves"": 14, ""subject"": ""synthetic__process__matched__2"", ""outer"": 0, ""solver"": ""O2"", ""trials"": [8], ""modes"": [""full"", ""EEG_only"", ""fNIRS_only"", ""all_missing"", ""center_EEG"", ""center_EEG_own"", ""center_EEG_template"", ""center_EEG_pairing"", ""center_EEG_shift"", ""center_fNIRS"", ""center_fNIRS_own"", ""center_fNIRS_template"", ""center_fNIRS_pairing"", ""center_fNIRS_shift""], ""selection"": ""v3_select__S4_synthetic__synthetic__process__matched__2__0__O2"", ""role"": ""selected"", ""reference_task"": ""v3_assessment__S4_synthetic__synthetic__process__matched__2__O2__8__baseline"", ""axis"": ""process"", ""condition"": {""id"": ""matched"", ""law"": ""nonlinear_gaussian""}, ""panel"": 2, ""timeout_seconds"": 1800, ""row_ids"": [""8__full"", ""8__EEG_only"", ""8__fNIRS_only"", ""8__all_missing"", ""8__center_EEG"", ""8__center_EEG_own"", ""8__center_EEG_template"", ""8__center_EEG_pairing"", ""8__center_EEG_shift"", ""8__center_fNIRS"", ""8__center_fNIRS_own"", ""8__center_fNIRS_template"", ""8__center_fNIRS_pairing"", ""8__center_fNIRS_shift""], ""queue_position"": 6776}"
v3_assessment__S4_synthetic__synthetic__process__matched__2__O2__12__oracle,S4_synthetic,v3_fits,22,6777,14,1800,"{""id"": ""v3_assessment__S4_synthetic__synthetic__process__matched__2__O2__12__oracle"", ""family"": ""S4_synthetic"", ""layer"": 22, ""kind"": ""v3_fits"", ""stage"": 4, ""dependencies"": [""v3_assessment__S4_synthetic__synthetic__process__matched__2__O2__12__baseline"", ""v3_S1_gate""], ""prerequisites"": [""v3_S1_gate""], ""planned_solves"": 14, ""subject"": ""synthetic__process__matched__2"", ""outer"": 0, ""solver"": ""O2"", ""trials"": [12], ""modes"": [""full"", ""EEG_only"", ""fNIRS_only"", ""all_missing"", ""center_EEG"", ""center_EEG_own"", ""center_EEG_template"", ""center_EEG_pairing"", ""center_EEG_shift"", ""center_fNIRS"", ""center_fNIRS_own"", ""center_fNIRS_template"", ""center_fNIRS_pairing"", ""center_fNIRS_shift""], ""candidate"": {""id"": ""oracle"", ""eeg"": ""E0"", ""noise"": 1.0, ""gain"": 1.0, ""sigma_h"": 1.0, ""sigma_r"": 1.0, ""w"": 0.0, ""g"": 0.0}, ""role"": ""oracle"", ""reference_task"": ""v3_assessment__S4_synthetic__synthetic__process__matched__2__O2__12__baseline"", ""axis"": ""process"", ""condition"": {""id"": ""matched"", ""law"": ""nonlinear_gaussian""}, ""panel"": 2, ""timeout_seconds"": 1800, ""row_ids"": [""12__full"", ""12__EEG_only"", ""12__fNIRS_only"", ""12__all_missing"", ""12__center_EEG"", ""12__center_EEG_own"", ""12__center_EEG_template"", ""12__center_EEG_pairing"", ""12__center_EEG_shift"", ""12__center_fNIRS"", ""12__center_fNIRS_own"", ""12__center_fNIRS_template"", ""12__center_fNIRS_pairing"", ""12__center_fNIRS_shift""], ""queue_position"": 6777}"
v3_selected__S4_synthetic__synthetic__process__matched__2__0__O2__12,S4_synthetic,v3_fits,22,6778,14,1800,"{""id"": ""v3_selected__S4_synthetic__synthetic__process__matched__2__0__O2__12"", ""family"": ""S4_synthetic"", ""layer"": 22, ""kind"": ""v3_fits"", ""stage"": 4, ""dependencies"": [""v3_select__S4_synthetic__synthetic__process__matched__2__0__O2"", ""v3_assessment__S4_synthetic__synthetic__process__matched__2__O2__12__baseline"", ""v3_S1_gate""], ""prerequisites"": [""v3_S1_gate""], ""planned_solves"": 14, ""subject"": ""synthetic__process__matched__2"", ""outer"": 0, ""solver"": ""O2"", ""trials"": [12], ""modes"": [""full"", ""EEG_only"", ""fNIRS_only"", ""all_missing"", ""center_EEG"", ""center_EEG_own"", ""center_EEG_template"", ""center_EEG_pairing"", ""center_EEG_shift"", ""center_fNIRS"", ""center_fNIRS_own"", ""center_fNIRS_template"", ""center_fNIRS_pairing"", ""center_fNIRS_shift""], ""selection"": ""v3_select__S4_synthetic__synthetic__process__matched__2__0__O2"", ""role"": ""selected"", ""reference_task"": ""v3_assessment__S4_synthetic__synthetic__process__matched__2__O2__12__baseline"", ""axis"": ""process"", ""condition"": {""id"": ""matched"", ""law"": ""nonlinear_gaussian""}, ""panel"": 2, ""timeout_seconds"": 1800, ""row_ids"": [""12__full"", ""12__EEG_only"", ""12__fNIRS_only"", ""12__all_missing"", ""12__center_EEG"", ""12__center_EEG_own"", ""12__center_EEG_template"", ""12__center_EEG_pairing"", ""12__center_EEG_shift"", ""12__center_fNIRS"", ""12__center_fNIRS_own"", ""12__center_fNIRS_template"", ""12__center_fNIRS_pairing"", ""12__center_fNIRS_shift""], ""queue_position"": 6778}"
v3_assessment__S4_synthetic__synthetic__process__matched__2__O2__16__oracle,S4_synthetic,v3_fits,22,6779,14,1800,"{""id"": ""v3_assessment__S4_synthetic__synthetic__process__matched__2__O2__16__oracle"", ""family"": ""S4_synthetic"", ""layer"": 22, ""kind"": ""v3_fits"", ""stage"": 4, ""dependencies"": [""v3_assessment__S4_synthetic__synthetic__process__matched__2__O2__16__baseline"", ""v3_S1_gate""], ""prerequisites"": [""v3_S1_gate""], ""planned_solves"": 14, ""subject"": ""synthetic__process__matched__2"", ""outer"": 0, ""solver"": ""O2"", ""trials"": [16], ""modes"": [""full"", ""EEG_only"", ""fNIRS_only"", ""all_missing"", ""center_EEG"", ""center_EEG_own"", ""center_EEG_template"", ""center_EEG_pairing"", ""center_EEG_shift"", ""center_fNIRS"", ""center_fNIRS_own"", ""center_fNIRS_template"", ""center_fNIRS_pairing"", ""center_fNIRS_shift""], ""candidate"": {""id"": ""oracle"", ""eeg"": ""E0"", ""noise"": 1.0, ""gain"": 1.0, ""sigma_h"": 1.0, ""sigma_r"": 1.0, ""w"": 0.0, ""g"": 0.0}, ""role"": ""oracle"", ""reference_task"": ""v3_assessment__S4_synthetic__synthetic__process__matched__2__O2__16__baseline"", ""axis"": ""process"", ""condition"": {""id"": ""matched"", ""law"": ""nonlinear_gaussian""}, ""panel"": 2, ""timeout_seconds"": 1800, ""row_ids"": [""16__full"", ""16__EEG_only"", ""16__fNIRS_only"", ""16__all_missing"", ""16__center_EEG"", ""16__center_EEG_own"", ""16__center_EEG_template"", ""16__center_EEG_pairing"", ""16__center_EEG_shift"", ""16__center_fNIRS"", ""16__center_fNIRS_own"", ""16__center_fNIRS_template"", ""16__center_fNIRS_pairing"", ""16__center_fNIRS_shift""], ""queue_position"": 6779}"
v3_selected__S4_synthetic__synthetic__process__matched__2__0__O2__16,S4_synthetic,v3_fits,22,6780,14,1800,"{""id"": ""v3_selected__S4_synthetic__synthetic__process__matched__2__0__O2__16"", ""family"": ""S4_synthetic"", ""layer"": 22, ""kind"": ""v3_fits"", ""stage"": 4, ""dependencies"": [""v3_select__S4_synthetic__synthetic__process__matched__2__0__O2"", ""v3_assessment__S4_synthetic__synthetic__process__matched__2__O2__16__baseline"", ""v3_S1_gate""], ""prerequisites"": [""v3_S1_gate""], ""planned_solves"": 14, ""subject"": ""synthetic__process__matched__2"", ""outer"": 0, ""solver"": ""O2"", ""trials"": [16], ""modes"": [""full"", ""EEG_only"", ""fNIRS_only"", ""all_missing"", ""center_EEG"", ""center_EEG_own"", ""center_EEG_template"", ""center_EEG_pairing"", ""center_EEG_shift"", ""center_fNIRS"", ""center_fNIRS_own"", ""center_fNIRS_template"", ""center_fNIRS_pairing"", ""center_fNIRS_shift""], ""selection"": ""v3_select__S4_synthetic__synthetic__process__matched__2__0__O2"", ""role"": ""selected"", ""reference_task"": ""v3_assessment__S4_synthetic__synthetic__process__matched__2__O2__16__baseline"", ""axis"": ""process"", ""condition"": {""id"": ""matched"", ""law"": ""nonlinear_gaussian""}, ""panel"": 2, ""timeout_seconds"": 1800, ""row_ids"": [""16__full"", ""16__EEG_only"", ""16__fNIRS_only"", ""16__all_missing"", ""16__center_EEG"", ""16__center_EEG_own"", ""16__center_EEG_template"", ""16__center_EEG_pairing"", ""16__center_EEG_shift"", ""16__center_fNIRS"", ""16__center_fNIRS_own"", ""16__center_fNIRS_template"", ""16__center_fNIRS_pairing"", ""16__center_fNIRS_shift""], ""queue_position"": 6780}"
v3_assessment__S4_synthetic__synthetic__process__matched__2__O2__20__oracle,S4_synthetic,v3_fits,22,6781,14,1800,"{""id"": ""v3_assessment__S4_synthetic__synthetic__process__matched__2__O2__20__oracle"", ""family"": ""S4_synthetic"", ""layer"": 22, ""kind"": ""v3_fits"", ""stage"": 4, ""dependencies"": [""v3_assessment__S4_synthetic__synthetic__process__matched__2__O2__20__baseline"", ""v3_S1_gate""], ""prerequisites"": [""v3_S1_gate""], ""planned_solves"": 14, ""subject"": ""synthetic__process__matched__2"", ""outer"": 0, ""solver"": ""O2"", ""trials"": [20], ""modes"": [""full"", ""EEG_only"", ""fNIRS_only"", ""all_missing"", ""center_EEG"", ""center_EEG_own"", ""center_EEG_template"", ""center_EEG_pairing"", ""center_EEG_shift"", ""center_fNIRS"", ""center_fNIRS_own"", ""center_fNIRS_template"", ""center_fNIRS_pairing"", ""center_fNIRS_shift""], ""candidate"": {""id"": ""oracle"", ""eeg"": ""E0"", ""noise"": 1.0, ""gain"": 1.0, ""sigma_h"": 1.0, ""sigma_r"": 1.0, ""w"": 0.0, ""g"": 0.0}, ""role"": ""oracle"", ""reference_task"": ""v3_assessment__S4_synthetic__synthetic__process__matched__2__O2__20__baseline"", ""axis"": ""process"", ""condition"": {""id"": ""matched"", ""law"": ""nonlinear_gaussian""}, ""panel"": 2, ""timeout_seconds"": 1800, ""row_ids"": [""20__full"", ""20__EEG_only"", ""20__fNIRS_only"", ""20__all_missing"", ""20__center_EEG"", ""20__center_EEG_own"", ""20__center_EEG_template"", ""20__center_EEG_pairing"", ""20__center_EEG_shift"", ""20__center_fNIRS"", ""20__center_fNIRS_own"", ""20__center_fNIRS_template"", ""20__center_fNIRS_pairing"", ""20__center_fNIRS_shift""], ""queue_position"": 6781}"
v3_selected__S4_synthetic__synthetic__process__matched__2__0__O2__20,S4_synthetic,v3_fits,22,6782,14,1800,"{""id"": ""v3_selected__S4_synthetic__synthetic__process__matched__2__0__O2__20"", ""family"": ""S4_synthetic"", ""layer"": 22, ""kind"": ""v3_fits"", ""stage"": 4, ""dependencies"": [""v3_select__S4_synthetic__synthetic__process__matched__2__0__O2"", ""v3_assessment__S4_synthetic__synthetic__process__matched__2__O2__20__baseline"", ""v3_S1_gate""], ""prerequisites"": [""v3_S1_gate""], ""planned_solves"": 14, ""subject"": ""synthetic__process__matched__2"", ""outer"": 0, ""solver"": ""O2"", ""trials"": [20], ""modes"": [""full"", ""EEG_only"", ""fNIRS_only"", ""all_missing"", ""center_EEG"", ""center_EEG_own"", ""center_EEG_template"", ""center_EEG_pairing"", ""center_EEG_shift"", ""center_fNIRS"", ""center_fNIRS_own"", ""center_fNIRS_template"", ""center_fNIRS_pairing"", ""center_fNIRS_shift""], ""selection"": ""v3_select__S4_synthetic__synthetic__process__matched__2__0__O2"", ""role"": ""selected"", ""reference_task"": ""v3_assessment__S4_synthetic__synthetic__process__matched__2__O2__20__baseline"", ""axis"": ""process"", ""condition"": {""id"": ""matched"", ""law"": ""nonlinear_gaussian""}, ""panel"": 2, ""timeout_seconds"": 1800, ""row_ids"": [""20__full"", ""20__EEG_only"", ""20__fNIRS_only"", ""20__all_missing"", ""20__center_EEG"", ""20__center_EEG_own"", ""20__center_EEG_template"", ""20__center_EEG_pairing"", ""20__center_EEG_shift"", ""20__center_fNIRS"", ""20__center_fNIRS_own"", ""20__center_fNIRS_template"", ""20__center_fNIRS_pairing"", ""20__center_fNIRS_shift""], ""queue_position"": 6782}"
v3_assessment__S4_synthetic__synthetic__process__matched__3__O0__0__oracle,S4_synthetic,v3_fits,22,6783,14,900,"{""id"": ""v3_assessment__S4_synthetic__synthetic__process__matched__3__O0__0__oracle"", ""family"": ""S4_synthetic"", ""layer"": 22, ""kind"": ""v3_fits"", ""stage"": 4, ""dependencies"": [""v3_assessment__S4_synthetic__synthetic__process__matched__3__O0__0__baseline"", ""v3_S1_gate""], ""prerequisites"": [""v3_S1_gate""], ""planned_solves"": 14, ""subject"": ""synthetic__process__matched__3"", ""outer"": 0, ""solver"": ""O0"", ""trials"": [0], ""modes"": [""full"", ""EEG_only"", ""fNIRS_only"", ""all_missing"", ""center_EEG"", ""center_EEG_own"", ""center_EEG_template"", ""center_EEG_pairing"", ""center_EEG_shift"", ""center_fNIRS"", ""center_fNIRS_own"", ""center_fNIRS_template"", ""center_fNIRS_pairing"", ""center_fNIRS_shift""], ""candidate"": {""id"": ""oracle"", ""eeg"": ""E0"", ""noise"": 1.0, ""gain"": 1.0, ""sigma_h"": 1.0, ""sigma_r"": 1.0, ""w"": 0.0, ""g"": 0.0}, ""role"": ""oracle"", ""reference_task"": ""v3_assessment__S4_synthetic__synthetic__process__matched__3__O0__0__baseline"", ""axis"": ""process"", ""condition"": {""id"": ""matched"", ""law"": ""nonlinear_gaussian""}, ""panel"": 3, ""timeout_seconds"": 900, ""row_ids"": [""0__full"", ""0__EEG_only"", ""0__fNIRS_only"", ""0__all_missing"", ""0__center_EEG"", ""0__center_EEG_own"", ""0__center_EEG_template"", ""0__center_EEG_pairing"", ""0__center_EEG_shift"", ""0__center_fNIRS"", ""0__center_fNIRS_own"", ""0__center_fNIRS_template"", ""0__center_fNIRS_pairing"", ""0__center_fNIRS_shift""], ""queue_position"": 6783}"
v3_selected__S4_synthetic__synthetic__process__matched__3__0__O0__0,S4_synthetic,v3_fits,22,6784,14,900,"{""id"": ""v3_selected__S4_synthetic__synthetic__process__matched__3__0__O0__0"", ""family"": ""S4_synthetic"", ""layer"": 22, ""kind"": ""v3_fits"", ""stage"": 4, ""dependencies"": [""v3_select__S4_synthetic__synthetic__process__matched__3__0__O0"", ""v3_assessment__S4_synthetic__synthetic__process__matched__3__O0__0__baseline"", ""v3_S1_gate""], ""prerequisites"": [""v3_S1_gate""], ""planned_solves"": 14, ""subject"": ""synthetic__process__matched__3"", ""outer"": 0, ""solver"": ""O0"", ""trials"": [0], ""modes"": [""full"", ""EEG_only"", ""fNIRS_only"", ""all_missing"", ""center_EEG"", ""center_EEG_own"", ""center_EEG_template"", ""center_EEG_pairing"", ""center_EEG_shift"", ""center_fNIRS"", ""center_fNIRS_own"", ""center_fNIRS_template"", ""center_fNIRS_pairing"", ""center_fNIRS_shift""], ""selection"": ""v3_select__S4_synthetic__synthetic__process__matched__3__0__O0"", ""role"": ""selected"", ""reference_task"": ""v3_assessment__S4_synthetic__synthetic__process__matched__3__O0__0__baseline"", ""axis"": ""process"", ""condition"": {""id"": ""matched"", ""law"": ""nonlinear_gaussian""}, ""panel"": 3, ""timeout_seconds"": 900, ""row_ids"": [""0__full"", ""0__EEG_only"", ""0__fNIRS_only"", ""0__all_missing"", ""0__center_EEG"", ""0__center_EEG_own"", ""0__center_EEG_template"", ""0__center_EEG_pairing"", ""0__center_EEG_shift"", ""0__center_fNIRS"", ""0__center_fNIRS_own"", ""0__center_fNIRS_template"", ""0__center_fNIRS_pairing"", ""0__center_fNIRS_shift""], ""queue_position"": 6784}"
v3_assessment__S4_synthetic__synthetic__process__matched__3__O0__4__oracle,S4_synthetic,v3_fits,22,6785,14,900,"{""id"": ""v3_assessment__S4_synthetic__synthetic__process__matched__3__O0__4__oracle"", ""family"": ""S4_synthetic"", ""layer"": 22, ""kind"": ""v3_fits"", ""stage"": 4, ""dependencies"": [""v3_assessment__S4_synthetic__synthetic__process__matched__3__O0__4__baseline"", ""v3_S1_gate""], ""prerequisites"": [""v3_S1_gate""], ""planned_solves"": 14, ""subject"": ""synthetic__process__matched__3"", ""outer"": 0, ""solver"": ""O0"", ""trials"": [4], ""modes"": [""full"", ""EEG_only"", ""fNIRS_only"", ""all_missing"", ""center_EEG"", ""center_EEG_own"", ""center_EEG_template"", ""center_EEG_pairing"", ""center_EEG_shift"", ""center_fNIRS"", ""center_fNIRS_own"", ""center_fNIRS_template"", ""center_fNIRS_pairing"", ""center_fNIRS_shift""], ""candidate"": {""id"": ""oracle"", ""eeg"": ""E0"", ""noise"": 1.0, ""gain"": 1.0, ""sigma_h"": 1.0, ""sigma_r"": 1.0, ""w"": 0.0, ""g"": 0.0}, ""role"": ""oracle"", ""reference_task"": ""v3_assessment__S4_synthetic__synthetic__process__matched__3__O0__4__baseline"", ""axis"": ""process"", ""condition"": {""id"": ""matched"", ""law"": ""nonlinear_gaussian""}, ""panel"": 3, ""timeout_seconds"": 900, ""row_ids"": [""4__full"", ""4__EEG_only"", ""4__fNIRS_only"", ""4__all_missing"", ""4__center_EEG"", ""4__center_EEG_own"", ""4__center_EEG_template"", ""4__center_EEG_pairing"", ""4__center_EEG_shift"", ""4__center_fNIRS"", ""4__center_fNIRS_own"", ""4__center_fNIRS_template"", ""4__center_fNIRS_pairing"", ""4__center_fNIRS_shift""], ""queue_position"": 6785}"
v3_selected__S4_synthetic__synthetic__process__matched__3__0__O0__4,S4_synthetic,v3_fits,22,6786,14,900,"{""id"": ""v3_selected__S4_synthetic__synthetic__process__matched__3__0__O0__4"", ""family"": ""S4_synthetic"", ""layer"": 22, ""kind"": ""v3_fits"", ""stage"": 4, ""dependencies"": [""v3_select__S4_synthetic__synthetic__process__matched__3__0__O0"", ""v3_assessment__S4_synthetic__synthetic__process__matched__3__O0__4__baseline"", ""v3_S1_gate""], ""prerequisites"": [""v3_S1_gate""], ""planned_solves"": 14, ""subject"": ""synthetic__process__matched__3"", ""outer"": 0, ""solver"": ""O0"", ""trials"": [4], ""modes"": [""full"", ""EEG_only"", ""fNIRS_only"", ""all_missing"", ""center_EEG"", ""center_EEG_own"", ""center_EEG_template"", ""center_EEG_pairing"", ""center_EEG_shift"", ""center_fNIRS"", ""center_fNIRS_own"", ""center_fNIRS_template"", ""center_fNIRS_pairing"", ""center_fNIRS_shift""], ""selection"": ""v3_select__S4_synthetic__synthetic__process__matched__3__0__O0"", ""role"": ""selected"", ""reference_task"": ""v3_assessment__S4_synthetic__synthetic__process__matched__3__O0__4__baseline"", ""axis"": ""process"", ""condition"": {""id"": ""matched"", ""law"": ""nonlinear_gaussian""}, ""panel"": 3, ""timeout_seconds"": 900, ""row_ids"": [""4__full"", ""4__EEG_only"", ""4__fNIRS_only"", ""4__all_missing"", ""4__center_EEG"", ""4__center_EEG_own"", ""4__center_EEG_template"", ""4__center_EEG_pairing"", ""4__center_EEG_shift"", ""4__center_fNIRS"", ""4__center_fNIRS_own"", ""4__center_fNIRS_template"", ""4__center_fNIRS_pairing"", ""4__center_fNIRS_shift""], ""queue_position"": 6786}"
v3_assessment__S4_synthetic__synthetic__process__matched__3__O0__8__oracle,S4_synthetic,v3_fits,22,6787,14,900,"{""id"": ""v3_assessment__S4_synthetic__synthetic__process__matched__3__O0__8__oracle"", ""family"": ""S4_synthetic"", ""layer"": 22, ""kind"": ""v3_fits"", ""stage"": 4, ""dependencies"": [""v3_assessment__S4_synthetic__synthetic__process__matched__3__O0__8__baseline"", ""v3_S1_gate""], ""prerequisites"": [""v3_S1_gate""], ""planned_solves"": 14, ""subject"": ""synthetic__process__matched__3"", ""outer"": 0, ""solver"": ""O0"", ""trials"": [8], ""modes"": [""full"", ""EEG_only"", ""fNIRS_only"", ""all_missing"", ""center_EEG"", ""center_EEG_own"", ""center_EEG_template"", ""center_EEG_pairing"", ""center_EEG_shift"", ""center_fNIRS"", ""center_fNIRS_own"", ""center_fNIRS_template"", ""center_fNIRS_pairing"", ""center_fNIRS_shift""], ""candidate"": {""id"": ""oracle"", ""eeg"": ""E0"", ""noise"": 1.0, ""gain"": 1.0, ""sigma_h"": 1.0, ""sigma_r"": 1.0, ""w"": 0.0, ""g"": 0.0}, ""role"": ""oracle"", ""reference_task"": ""v3_assessment__S4_synthetic__synthetic__process__matched__3__O0__8__baseline"", ""axis"": ""process"", ""condition"": {""id"": ""matched"", ""law"": ""nonlinear_gaussian""}, ""panel"": 3, ""timeout_seconds"": 900, ""row_ids"": [""8__full"", ""8__EEG_only"", ""8__fNIRS_only"", ""8__all_missing"", ""8__center_EEG"", ""8__center_EEG_own"", ""8__center_EEG_template"", ""8__center_EEG_pairing"", ""8__center_EEG_shift"", ""8__center_fNIRS"", ""8__center_fNIRS_own"", ""8__center_fNIRS_template"", ""8__center_fNIRS_pairing"", ""8__center_fNIRS_shift""], ""queue_position"": 6787}"
v3_selected__S4_synthetic__synthetic__process__matched__3__0__O0__8,S4_synthetic,v3_fits,22,6788,14,900,"{""id"": ""v3_selected__S4_synthetic__synthetic__process__matched__3__0__O0__8"", ""family"": ""S4_synthetic"", ""layer"": 22, ""kind"": ""v3_fits"", ""stage"": 4, ""dependencies"": [""v3_select__S4_synthetic__synthetic__process__matched__3__0__O0"", ""v3_assessment__S4_synthetic__synthetic__process__matched__3__O0__8__baseline"", ""v3_S1_gate""], ""prerequisites"": [""v3_S1_gate""], ""planned_solves"": 14, ""subject"": ""synthetic__process__matched__3"", ""outer"": 0, ""solver"": ""O0"", ""trials"": [8], ""modes"": [""full"", ""EEG_only"", ""fNIRS_only"", ""all_missing"", ""center_EEG"", ""center_EEG_own"", ""center_EEG_template"", ""center_EEG_pairing"", ""center_EEG_shift"", ""center_fNIRS"", ""center_fNIRS_own"", ""center_fNIRS_template"", ""center_fNIRS_pairing"", ""center_fNIRS_shift""], ""selection"": ""v3_select__S4_synthetic__synthetic__process__matched__3__0__O0"", ""role"": ""selected"", ""reference_task"": ""v3_assessment__S4_synthetic__synthetic__process__matched__3__O0__8__baseline"", ""axis"": ""process"", ""condition"": {""id"": ""matched"", ""law"": ""nonlinear_gaussian""}, ""panel"": 3, ""timeout_seconds"": 900, ""row_ids"": [""8__full"", ""8__EEG_only"", ""8__fNIRS_only"", ""8__all_missing"", ""8__center_EEG"", ""8__center_EEG_own"", ""8__center_EEG_template"", ""8__center_EEG_pairing"", ""8__center_EEG_shift"", ""8__center_fNIRS"", ""8__center_fNIRS_own"", ""8__center_fNIRS_template"", ""8__center_fNIRS_pairing"", ""8__center_fNIRS_shift""], ""queue_position"": 6788}"
v3_assessment__S4_synthetic__synthetic__process__matched__3__O0__12__oracle,S4_synthetic,v3_fits,22,6789,14,900,"{""id"": ""v3_assessment__S4_synthetic__synthetic__process__matched__3__O0__12__oracle"", ""family"": ""S4_synthetic"", ""layer"": 22, ""kind"": ""v3_fits"", ""stage"": 4, ""dependencies"": [""v3_assessment__S4_synthetic__synthetic__process__matched__3__O0__12__baseline"", ""v3_S1_gate""], ""prerequisites"": [""v3_S1_gate""], ""planned_solves"": 14, ""subject"": ""synthetic__process__matched__3"", ""outer"": 0, ""solver"": ""O0"", ""trials"": [12], ""modes"": [""full"", ""EEG_only"", ""fNIRS_only"", ""all_missing"", ""center_EEG"", ""center_EEG_own"", ""center_EEG_template"", ""center_EEG_pairing"", ""center_EEG_shift"", ""center_fNIRS"", ""center_fNIRS_own"", ""center_fNIRS_template"", ""center_fNIRS_pairing"", ""center_fNIRS_shift""], ""candidate"": {""id"": ""oracle"", ""eeg"": ""E0"", ""noise"": 1.0, ""gain"": 1.0, ""sigma_h"": 1.0, ""sigma_r"": 1.0, ""w"": 0.0, ""g"": 0.0}, ""role"": ""oracle"", ""reference_task"": ""v3_assessment__S4_synthetic__synthetic__process__matched__3__O0__12__baseline"", ""axis"": ""process"", ""condition"": {""id"": ""matched"", ""law"": ""nonlinear_gaussian""}, ""panel"": 3, ""timeout_seconds"": 900, ""row_ids"": [""12__full"", ""12__EEG_only"", ""12__fNIRS_only"", ""12__all_missing"", ""12__center_EEG"", ""12__center_EEG_own"", ""12__center_EEG_template"", ""12__center_EEG_pairing"", ""12__center_EEG_shift"", ""12__center_fNIRS"", ""12__center_fNIRS_own"", ""12__center_fNIRS_template"", ""12__center_fNIRS_pairing"", ""12__center_fNIRS_shift""], ""queue_position"": 6789}"
